RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
437,15693737,627,Germany,Female,30,4,79871,2,1,0,129827,0
438,15624623,516,France,Male,35,10,104089,2,0,0,119666,0
439,15783501,800,France,Female,38,2,168190,2,1,0,68052,0
440,15690134,464,Germany,Female,42,3,85679,1,1,1,164105,0
441,15782735,626,France,Female,35,3,0,1,0,0,80190,0
442,15611088,790,France,Female,31,9,0,2,1,0,84127,0
443,15672145,534,France,Female,34,7,121552,2,1,1,70179,0
444,15732628,745,France,Male,46,2,122220,1,1,1,118024,0
445,15787470,553,Spain,Male,47,3,116528,1,0,0,145704,1
446,15803406,748,France,Female,26,1,77780,1,0,1,183049,0
447,15730460,722,France,Male,37,2,0,1,0,0,120907,0
448,15644572,501,France,Male,40,4,125832,1,1,1,100434,0
449,15694860,675,France,Female,38,6,68066,1,0,0,138777,1
450,15658169,778,Spain,Female,47,6,127299,2,1,0,124695,0
451,15794396,494,Germany,Female,38,7,174938,1,1,0,40084,0
452,15785798,850,France,Male,40,9,0,2,0,1,119232,0
453,15710825,592,Spain,Male,31,7,110071,1,0,0,43921,0
454,15668444,590,Spain,Female,44,3,139432,1,1,0,62223,0
455,15726631,758,France,Female,39,6,127358,1,0,1,56577,0
456,15733797,506,France,Male,36,5,0,2,1,0,164253,0
457,15747960,733,France,Male,33,3,0,1,1,1,7667,0
458,15634632,711,France,Male,38,3,0,2,1,0,68488,0
459,15707362,514,Germany,Male,43,1,95556,1,0,1,199274,1
460,15662976,637,Spain,Male,37,8,0,1,1,1,186062,0
461,15732778,468,Germany,Male,29,1,111682,2,1,1,195711,0
462,15718443,539,France,Male,39,3,0,2,1,0,36692,0
463,15670039,509,Spain,Female,25,3,108739,2,1,0,106921,0
464,15773792,662,France,Female,32,4,133950,1,1,1,48726,1
465,15613786,818,Spain,Male,26,4,0,2,1,1,167037,0
466,15726032,608,France,Male,33,9,89969,1,1,0,68777,0
467,15663252,850,Spain,Female,32,9,0,2,1,1,18925,0
468,15593782,816,Germany,Female,38,5,130879,3,1,0,71906,1
469,15633283,536,France,Male,35,8,0,2,1,0,64833,0
470,15749167,753,France,Male,35,3,0,2,1,1,184844,0
471,15759298,631,Spain,Male,27,10,134170,1,1,1,176730,0
472,15683625,703,France,Male,37,1,149762,1,1,0,20629,1
473,15635367,774,France,Male,26,2,93845,1,1,0,28415,0
474,15681705,785,France,Male,28,8,0,2,1,0,77231,0
475,15603156,571,France,Female,33,1,0,2,1,0,102751,0
476,15591986,621,Germany,Male,46,6,141078,1,0,0,34581,1
477,15798888,605,Germany,Female,31,1,117993,1,1,1,183599,0
478,15809722,611,France,Female,40,8,100812,2,1,0,147358,0
479,15677538,569,France,Male,38,7,0,1,1,1,108469,0
480,15797736,658,France,Male,29,4,80263,1,1,1,20613,0
481,15695585,788,Spain,Male,34,6,156479,1,0,1,181197,0
482,15744398,525,France,Female,23,5,0,2,1,0,160249,0
483,15750658,798,France,Male,37,8,0,3,0,0,110783,0
484,15578186,486,Germany,Male,37,9,115218,2,1,0,144995,0
485,15676519,615,Spain,Male,61,9,0,2,1,0,150228,1
486,15637954,730,France,Female,35,0,155471,1,1,1,53718,0
487,15758639,641,France,Male,37,7,0,2,1,0,75248,0
488,15613772,542,France,Male,39,3,135097,1,1,1,14353,1
489,15731744,692,France,Male,30,2,0,2,0,1,130487,0
490,15807709,714,Germany,Female,55,9,180075,1,1,1,100128,0
491,15714689,591,Spain,Male,29,1,97541,1,1,1,196356,0
492,15699005,710,France,Female,41,2,156067,1,1,1,9984,0
493,15624170,639,France,Female,38,4,81551,2,0,1,118975,0
494,15725679,531,France,Female,47,6,0,1,0,0,194998,1
495,15585865,673,France,Female,38,2,170062,2,0,0,134901,1
496,15804256,765,Germany,Male,36,8,92311,2,1,1,72925,0
497,15662403,622,France,Female,32,6,169089,2,1,0,101058,0
498,15733616,806,France,Male,40,5,80614,1,1,1,142839,0
499,15591995,757,Germany,Male,26,8,121582,2,1,1,127059,0
500,15677020,570,France,Female,58,8,0,1,0,1,116504,1
501,15727688,555,Spain,Male,32,4,0,2,1,1,54406,0
502,15715941,692,France,Male,54,5,0,2,1,1,88722,0
503,15714485,774,France,Male,60,5,85892,1,1,0,74135,1
504,15730059,638,Spain,Male,44,9,77637,2,1,1,111346,0
505,15715527,543,Spain,Female,41,4,0,1,0,0,194902,0
506,15576623,584,France,Male,31,5,0,2,1,0,31474,0
507,15805565,691,Germany,Male,30,7,116928,1,1,0,21198,0
508,15677307,684,Germany,Female,40,6,137327,1,1,0,186977,0
509,15773890,733,France,Male,22,5,0,2,1,1,117202,0
510,15598883,599,Spain,Female,37,2,0,2,1,1,143739,0
511,15568506,524,Germany,Female,31,10,67239,2,1,1,161811,0
512,15761043,632,Germany,Female,38,6,86570,2,1,0,98091,0
513,15782236,735,Spain,Male,34,5,0,2,0,0,71095,0
514,15593601,734,France,Male,34,6,133598,1,1,1,13107,0
515,15682048,605,France,Female,51,3,136189,1,1,1,67111,1
516,15746902,793,Spain,Male,38,9,0,2,1,0,88225,0
517,15752081,468,France,Female,56,10,0,3,0,1,62257,1
518,15781307,779,Germany,Male,37,7,120093,2,1,0,135926,0
519,15775912,698,France,Male,48,4,101238,2,0,1,177816,1
520,15745417,707,France,Male,58,6,89686,1,0,1,126471,0
521,15671256,850,France,Female,35,1,211774,1,1,0,188574,1
522,15653547,850,France,Male,56,7,131317,1,1,1,119175,0
523,15595766,527,Spain,Male,37,5,93723,2,1,1,139094,0
524,15742358,696,Germany,Male,32,8,101161,1,1,1,115917,0
525,15763274,661,France,Male,48,3,120321,1,0,0,96463,0
526,15786063,776,France,Female,31,2,0,2,1,1,112350,0
527,15600258,701,France,Male,43,2,0,2,1,1,165304,0
528,15573318,610,France,Male,26,8,0,2,1,0,166031,0
529,15653849,572,Germany,Female,48,3,152828,1,1,0,38412,1
530,15694272,673,France,Male,30,1,64098,1,1,1,77783,0
531,15736112,519,Spain,Female,57,2,119035,2,1,1,29872,0
532,15749851,702,Spain,Female,26,4,135220,1,0,1,59748,0
533,15663478,729,France,Male,32,6,93694,1,1,1,79919,0
534,15592300,543,Spain,Male,35,10,59409,1,1,0,76774,0
535,15567832,550,France,Female,40,7,114355,1,1,0,54019,0
536,15776780,608,France,Male,59,1,0,1,1,0,70650,1
537,15592846,639,Germany,Male,35,10,128174,2,1,0,59093,0
538,15739803,686,Spain,Male,34,9,0,2,1,0,127570,0
539,15794142,564,Germany,Female,62,5,114931,3,0,1,18261,1
540,15762729,745,Germany,Female,28,1,111071,1,1,0,73276,1
541,15667896,833,France,Male,37,8,151226,2,1,1,136129,0
542,15626578,622,France,Male,26,9,0,2,1,1,153238,0
543,15776223,597,France,Female,42,4,64740,1,1,1,106841,0
544,15705953,721,Spain,Male,51,0,169312,1,1,0,109078,1
545,15802593,504,France,Female,49,7,0,3,0,1,87822,1
546,15615457,842,Spain,Female,44,2,112652,2,1,0,126645,0
547,15708916,587,France,Male,38,0,0,2,1,0,47414,0
548,15720187,479,Germany,Female,30,7,143964,2,1,0,41880,0
549,15595440,508,France,Male,49,7,122451,2,1,1,75808,0
550,15600651,749,France,Male,24,1,0,3,1,1,47911,0
551,15750141,721,Germany,Female,36,3,65253,2,1,0,28738,0
552,15657284,674,Germany,Male,47,6,106902,1,1,1,2079,1
553,15763063,685,Spain,Female,25,10,128510,1,1,0,121562,0
554,15709324,417,France,Male,34,7,0,2,1,0,55004,0
555,15711309,574,Germany,Male,33,3,129835,1,1,0,193131,0
556,15775318,590,Spain,Female,51,3,154963,3,0,1,191932,1
557,15705515,587,Germany,Male,40,5,138242,2,1,0,159418,0
558,15634844,598,Germany,Male,41,3,91537,1,1,0,191469,1
559,15717046,741,Spain,Male,53,3,0,2,1,1,38914,0
560,15571816,850,Spain,Female,70,5,0,1,1,1,705,0
561,15670080,584,Germany,Female,29,7,105204,1,0,1,138490,0
562,15800440,650,Spain,Male,61,1,152969,1,0,1,82971,0
563,15665678,607,Spain,Male,36,8,158262,1,1,1,76745,0
564,15665956,509,France,Female,46,1,0,1,1,0,71245,1
565,15788126,689,Spain,Female,38,6,121021,1,1,1,12182,0
566,15811773,543,France,Male,36,4,0,2,1,1,141211,0
567,15651674,438,Spain,Female,54,2,0,1,0,0,191763,1
568,15689614,687,Spain,Female,63,1,137716,1,1,1,37939,0
569,15795564,737,Germany,Male,31,5,121192,2,1,1,74891,0
570,15706647,761,France,Male,31,7,0,3,1,1,166698,0
571,15728505,601,France,Male,44,1,100486,2,1,1,62679,0
572,15730076,651,France,Male,45,1,0,1,1,0,67740,1
573,15622003,745,France,Male,35,9,92567,2,1,0,161520,0
574,15607312,648,Spain,Female,49,10,0,2,1,1,159836,1
575,15644753,848,Spain,Male,40,3,110930,1,1,1,30877,0
576,15653620,546,France,Female,27,8,0,2,1,1,14858,0
577,15761986,439,Spain,Female,32,3,138902,1,1,0,75686,0
578,15633922,755,France,Male,30,4,123218,2,0,1,144183,0
579,15734674,593,France,Female,41,6,0,1,1,0,65171,0
580,15658032,701,France,Male,39,2,0,2,1,1,82527,0
581,15692671,701,Spain,Male,36,8,0,2,1,0,169161,0
582,15737741,607,Spain,Female,33,2,108432,2,0,1,109291,1
583,15576352,586,Spain,Female,57,3,0,2,0,1,6058,0
584,15753719,547,Germany,Female,30,9,72392,1,1,0,77077,0
585,15803689,647,Germany,Female,51,1,119742,2,0,0,54955,1
586,15718057,760,France,Female,51,2,100947,1,0,0,179615,1
587,15722010,621,Spain,Male,53,9,170492,1,1,0,35588,1
588,15680998,725,France,Male,44,5,0,1,1,1,117356,0
589,15614782,526,France,Male,36,1,0,1,1,0,160697,0
590,15591047,519,Spain,Female,47,6,157296,2,0,0,147278,1
591,15788291,713,Germany,Female,38,7,144606,1,1,1,56594,1
592,15604044,700,France,Male,38,8,134811,1,1,0,1300,0
593,15679587,666,France,Female,34,9,115897,1,1,1,25095,0
594,15775153,630,Spain,Male,32,4,82034,1,0,0,146326,0
595,15603925,779,Spain,Female,26,4,174318,2,0,1,38296,0
596,15680970,611,Germany,Female,41,2,114207,1,1,0,164062,0
597,15697183,685,Spain,Male,43,9,0,2,1,0,107811,0
598,15567446,646,Germany,Male,39,9,111574,1,1,1,30839,0
599,15637476,683,Germany,Female,57,5,162449,1,0,0,9222,1
600,15714939,484,Germany,Female,34,4,148250,1,0,1,33738,0
601,15683503,601,France,Female,43,8,0,3,0,1,110916,1
602,15645569,762,Spain,Female,26,7,123709,2,1,1,169655,0
603,15782569,687,France,Female,72,9,0,1,0,1,69829,0
604,15592387,566,France,Male,30,5,0,1,1,0,54927,1
605,15609286,702,France,Male,37,10,150526,1,1,1,94728,0
606,15814035,601,France,Male,29,9,0,1,1,1,80393,0
607,15661249,699,France,Male,53,4,0,2,0,1,111308,0
608,15629117,584,France,Male,28,10,0,2,1,0,19834,0
609,15607170,699,France,Male,35,5,0,2,1,1,78397,0
610,15586585,698,Germany,Female,51,2,111019,1,1,0,86410,0
611,15686611,495,France,Male,30,10,129756,1,0,0,172750,0
612,15603203,650,France,Female,27,6,0,2,1,0,1002,0
613,15619857,605,France,Female,64,2,129556,1,1,1,13602,0
614,15805062,667,Spain,Male,38,1,87202,1,1,1,77867,0
615,15660271,688,Germany,Male,26,8,146133,1,1,1,175297,0
616,15745295,727,Spain,Female,31,0,0,1,1,0,121751,1
617,15719352,754,Spain,Male,39,6,170185,2,1,0,89593,0
618,15766575,612,Germany,Female,62,8,140745,1,1,0,193438,1
619,15594594,546,Spain,Male,42,7,139071,1,1,1,86945,0
620,15646161,673,Spain,Female,37,8,0,2,1,1,183319,0
621,15682585,593,France,Male,35,9,114193,1,1,0,71154,0
622,15603134,656,Spain,Female,40,10,167879,1,0,1,151887,0
623,15636444,535,Germany,Female,53,5,141617,2,1,1,75889,0
624,15773456,678,Germany,Male,36,3,145748,2,0,1,89567,0
625,15745307,477,Spain,Female,48,2,129121,1,0,1,26476,0
626,15604119,850,Spain,Male,35,7,110350,1,0,0,126356,0
627,15626900,427,France,Male,29,1,141326,1,1,1,93839,0
628,15605447,752,France,Male,49,2,78654,1,1,0,7699,0
629,15589030,649,France,Male,47,1,0,2,1,1,145594,0
630,15692463,799,Spain,Female,28,3,142254,1,1,0,45043,0
631,15712403,589,France,Female,61,1,0,1,1,0,61109,1
632,15811762,583,Germany,Female,54,6,115989,1,1,0,57554,1
633,15718673,839,Spain,Female,33,10,75592,1,1,0,62674,0
634,15724282,540,Germany,Male,44,3,164113,2,1,1,12121,0
635,15738181,850,France,Male,31,6,67996,2,0,0,50130,1
636,15633648,696,Spain,Female,51,5,0,2,1,0,55022,0
637,15603323,660,Spain,Female,33,1,0,2,0,0,117835,0
638,15583725,682,France,Male,48,1,138778,1,0,1,168840,0
639,15588350,744,France,Female,43,10,147832,1,0,1,24234,0
640,15798398,785,France,Female,36,4,135438,1,0,0,190627,0
641,15784844,752,Spain,Male,48,5,116060,1,1,0,156618,1
642,15580684,706,France,Female,29,5,112565,1,1,0,42334,0
643,15809663,583,France,Female,27,1,125407,1,1,1,110784,0
644,15640078,660,Germany,Female,39,5,135135,1,1,0,173683,1
645,15698786,819,France,Female,39,9,133103,1,1,0,27046,1
646,15569807,673,France,Female,34,8,42157,1,1,0,20599,1
647,15730830,752,France,Female,30,3,0,2,1,1,104991,0
648,15805112,578,France,Male,38,7,82259,1,1,0,8997,0
649,15633064,438,France,Female,36,4,0,2,1,0,64421,0
650,15703119,652,France,Male,38,6,0,2,1,1,145700,0
651,15730447,629,France,Female,49,4,0,2,1,1,196335,0
652,15813850,720,France,Male,52,7,0,1,1,1,14781,0
653,15711889,668,France,Male,42,3,150461,1,1,0,108139,0
654,15664610,459,Germany,Male,48,4,133995,1,1,1,19287,1
655,15751710,729,Spain,Male,31,8,164871,2,1,1,9567,0
656,15692926,498,Germany,Male,25,8,121703,1,1,1,132210,0
657,15813741,549,Spain,Male,25,6,193858,1,0,1,21600,0
658,15698474,601,Germany,Female,54,1,131040,2,1,1,199662,0
659,15568595,544,France,Male,64,9,113829,1,1,1,124341,0
660,15603065,751,France,Female,30,6,0,2,1,0,15766,0
661,15592937,632,Germany,Female,41,3,81877,1,1,1,33642,0
662,15699637,694,Spain,Male,57,8,116326,1,1,1,117705,0
663,15667215,678,France,Male,31,2,0,2,1,1,58803,0
664,15788659,695,France,Male,46,4,0,2,1,1,137537,0
665,15763218,661,France,Female,41,1,0,2,0,1,131301,0
666,15645772,661,France,Male,33,9,0,2,1,1,84175,0
667,15725511,559,France,Female,31,3,127071,1,0,1,160942,0
668,15575024,503,France,Male,29,3,0,2,1,1,143955,0
669,15640825,695,Spain,Male,46,3,122550,1,1,1,56298,0
670,15662397,640,France,Female,42,5,176099,1,1,1,8405,0
671,15576368,624,Germany,Female,48,3,122388,2,0,0,30020,0
672,15674991,667,France,Male,42,9,0,2,0,1,58137,0
673,15721024,642,France,Male,26,0,0,1,0,0,47473,0
674,15745621,640,Spain,Female,32,6,118879,2,1,1,19132,0
675,15642394,529,Spain,Male,35,5,0,2,1,1,187289,0
676,15754605,563,France,Female,39,5,0,2,1,1,17604,0
677,15607040,593,Spain,Female,38,4,88736,2,1,0,67020,0
678,15715142,739,Germany,Male,45,7,102704,1,0,1,147803,1
679,15810978,788,Spain,Female,70,1,0,2,1,1,41611,0
680,15668886,684,Spain,Female,38,3,0,2,1,0,44256,0
681,15780804,482,France,Male,55,5,97318,1,0,1,78416,0
682,15613880,591,Spain,Male,58,5,128469,1,0,1,137255,0
683,15775238,651,Germany,Female,41,4,133433,1,0,1,151303,0
684,15786905,749,Germany,Female,40,8,141783,2,0,0,86334,0
685,15747867,583,France,Male,24,9,135125,1,0,0,89802,0
686,15600337,661,Spain,Male,42,2,178821,1,0,0,29359,1
687,15801277,715,France,Female,31,2,112212,2,1,1,181601,0
688,15579334,769,Germany,Female,45,5,126675,1,1,0,124119,1
689,15802741,625,France,Female,51,7,136295,1,1,0,38867,1
690,15720649,641,France,Female,36,5,66393,1,1,0,31107,0
691,15589493,716,Germany,Male,27,1,122552,2,1,0,67611,0
692,15688251,767,France,Male,43,1,76409,2,1,0,77838,0
693,15665238,745,Germany,Male,36,8,145071,1,0,0,6078,0
694,15740900,589,France,Male,34,6,0,2,1,1,177897,0
695,15681068,796,France,Female,45,2,109730,1,1,1,123883,0
696,15748625,664,France,Male,57,6,0,2,1,1,15304,0
697,15727299,445,Spain,Male,62,1,64119,1,1,1,76570,1
698,15620204,543,Germany,Female,57,1,106138,2,1,1,120657,1
699,15669516,746,Spain,Male,36,2,0,2,1,1,16437,0
700,15736534,742,Germany,Male,33,0,181657,1,1,1,107668,0
701,15803457,750,France,Female,32,5,0,2,1,0,95611,0
702,15659098,669,France,Male,30,7,95129,1,0,0,19799,0
703,15603436,594,Spain,Female,49,2,126616,2,0,1,123215,0
704,15566292,574,Spain,Male,36,1,0,2,0,1,71709,0
705,15808621,659,Germany,Male,36,2,76190,2,1,1,149066,0
706,15580148,750,Germany,Male,40,5,168287,3,1,0,20452,1
707,15776231,626,Germany,Male,35,4,88110,1,1,1,32826,0
708,15773809,620,France,Male,42,4,0,2,1,0,6232,0
709,15649423,580,France,Female,35,8,0,2,0,1,10357,0
710,15734886,686,France,Female,34,3,123972,2,1,0,147795,0
711,15722548,540,France,Male,48,0,148116,1,0,0,116973,0
712,15650288,634,Germany,Male,35,6,116269,1,1,0,129965,0
713,15629448,632,Spain,Male,38,1,120599,1,1,0,92817,0
714,15716164,501,France,Female,41,3,144261,1,1,0,172115,0
715,15807609,650,Spain,Female,25,3,86606,3,1,0,16649,1
716,15578977,786,France,Male,34,9,0,2,1,0,144517,0
717,15677369,554,Germany,Female,37,4,58630,1,0,0,182039,0
718,15804072,701,Spain,Female,42,5,0,2,0,0,24211,0
719,15696859,474,France,Male,45,10,0,2,0,0,172176,0
720,15653780,621,France,Female,43,5,0,1,1,1,47578,0
721,15721658,672,Spain,Female,56,2,209767,2,1,1,150694,1
722,15578761,459,Spain,Female,42,6,129634,2,1,1,177683,1
723,15736879,669,France,Male,23,1,0,2,0,0,66089,0
724,15571973,776,France,Female,38,2,169824,1,1,0,169292,0
725,15626742,694,France,Male,36,3,97530,1,1,1,117140,0
726,15672692,787,France,Female,42,10,145989,2,1,1,79510,0
727,15673570,580,France,Male,37,9,0,2,0,1,77109,0
728,15767432,711,France,Female,25,7,0,3,1,1,9679,0
729,15654238,673,France,Female,40,5,137494,1,1,0,81754,0
730,15612525,499,France,Female,57,1,0,1,0,0,131372,1
731,15812750,591,France,Male,24,6,147360,1,1,1,25311,0
732,15790757,769,France,Female,25,10,0,2,0,0,187926,0
733,15723873,657,Spain,Male,31,3,125167,1,0,0,98820,0
734,15744607,738,Germany,Male,43,9,121152,2,1,0,64167,1
735,15612966,545,Germany,Female,60,7,128981,1,0,1,176924,1
736,15784209,497,France,Male,47,6,0,1,1,1,90055,0
737,15794278,816,Spain,Male,67,6,151859,1,1,1,72814,0
738,15766741,525,France,Male,36,2,114628,1,0,1,168290,0
739,15661036,725,France,Male,46,6,0,2,1,0,161767,0
740,15705639,692,France,Female,28,8,95059,2,1,0,44420,0
741,15637414,618,France,Female,24,7,128736,1,0,1,37148,0
742,15716835,546,France,Male,24,8,156325,1,1,1,125381,0
743,15696231,635,France,Male,29,7,105406,1,1,1,149854,0
744,15641675,611,France,Female,49,2,88915,3,0,0,161435,1
745,15670755,650,France,Male,60,8,0,2,1,1,102926,0
746,15640059,606,France,Male,40,5,0,2,1,1,70899,0
747,15787619,844,France,Male,18,2,160980,1,0,0,145936,0
748,15587535,450,Spain,Female,46,5,177620,1,1,0,54227,0
749,15813034,727,Spain,Male,38,2,62277,1,1,1,59281,0
750,15698839,460,Germany,Male,46,4,127560,2,1,1,126953,0
751,15790314,649,France,Male,41,0,0,2,0,1,130567,0
752,15634245,758,Germany,Female,47,9,95523,1,1,0,73294,0
753,15677305,490,France,Female,35,7,107749,1,1,1,3937,0
754,15661526,815,Germany,Male,37,2,110777,2,1,0,2384,0
755,15685997,838,Spain,Female,39,5,166734,2,1,0,14279,0
756,15660101,803,France,Male,31,9,157121,2,1,0,141301,0
757,15637979,664,Germany,Female,36,2,127161,2,1,0,78141,0
758,15815364,736,Spain,Female,28,2,0,2,1,1,117431,0
759,15647099,633,France,Female,37,9,156092,1,1,0,72009,0
760,15625944,664,France,Male,58,5,98668,1,1,1,60888,0
761,15583212,600,France,Female,43,5,134022,1,1,0,194765,0
762,15582741,693,France,Female,35,5,124151,1,1,0,88705,1
763,15637876,663,Germany,Female,36,6,77254,1,0,0,35818,1
764,15622750,742,Germany,Female,21,1,114292,1,1,0,31520,0
765,15672056,710,Germany,Male,43,2,140080,3,1,1,157908,1
766,15812351,710,Spain,Female,27,2,135278,1,1,0,142200,0
767,15810864,700,France,Female,82,2,0,2,0,1,182055,0
768,15677921,720,Germany,Male,60,9,115921,2,0,0,157552,1
769,15724296,684,Spain,Male,41,2,119783,2,0,0,120285,0
770,15685329,531,France,Female,63,1,114716,1,0,1,24507,1
771,15584091,742,Germany,Female,36,2,129749,2,0,0,47272,1
772,15640442,717,France,Male,31,4,129723,1,0,0,41177,0
773,15639314,589,France,Male,32,2,0,2,0,1,9469,0
774,15685320,767,France,Male,36,3,139180,1,0,0,123880,0
775,15789158,636,Germany,Male,49,6,113600,2,1,0,158887,1
776,15752137,648,France,Male,33,7,134944,1,1,1,117036,0
777,15712551,622,Germany,Female,58,7,116922,1,1,0,120416,1
778,15628936,692,Spain,Male,28,9,118945,1,0,0,16064,1
779,15797227,754,France,Male,28,8,0,2,1,1,52616,0
780,15769974,679,Spain,Female,35,8,119183,1,0,0,121210,0
781,15737051,639,France,Male,27,8,0,2,1,0,192247,0
782,15585595,774,France,Female,28,1,71264,2,0,1,68760,0
783,15654060,517,France,Male,41,2,0,2,0,1,75937,0
784,15745196,571,France,Female,35,8,0,2,0,0,84569,0
785,15571221,747,Germany,Male,58,7,116314,1,1,1,190696,1
786,15660155,792,Spain,Male,36,5,92140,1,0,1,67469,0
787,15605284,688,France,Male,26,1,0,2,1,1,104436,0
788,15694366,714,Germany,Male,42,2,177640,1,0,1,47167,0
789,15600739,562,Spain,Female,35,0,0,2,1,0,119900,0
790,15653253,704,Spain,Male,48,8,167998,1,1,1,173498,0
791,15763431,698,France,Male,36,2,82275,2,1,1,93249,0
792,15643696,611,France,Male,49,3,0,2,1,1,142918,0
793,15707473,850,Germany,Female,48,6,111963,1,1,0,111756,0
794,15769504,743,Germany,Female,34,1,131737,1,1,1,108543,0
795,15776807,654,France,Male,29,1,0,1,1,0,180345,0
796,15686870,761,Germany,Male,36,8,108239,2,0,0,99444,0
797,15668747,702,France,Female,46,9,98444,1,0,1,109563,0
798,15766908,488,Germany,Male,32,3,114540,1,1,0,92568,0
799,15570134,683,France,Female,35,6,187531,2,1,1,37976,0
800,15567367,601,Germany,Female,42,9,133636,1,0,1,103316,0
801,15747542,605,France,Male,52,7,0,2,1,1,173953,0
802,15762238,671,Germany,Female,44,0,84745,2,0,1,34674,0
803,15681554,614,Germany,Female,31,7,120599,2,1,1,46163,0
804,15712825,511,Spain,Female,29,9,0,2,0,1,140677,0
805,15640280,850,France,Male,39,4,127771,2,0,1,151739,0
806,15756026,790,Spain,Female,46,9,0,1,0,0,14680,1
807,15613319,793,France,Female,33,0,0,1,0,0,175544,0
808,15798906,628,France,Male,69,5,0,2,1,1,181965,0
809,15708917,598,Germany,Male,53,10,167773,1,1,1,136887,0
810,15778463,657,France,Female,37,6,95846,1,1,0,122218,0
811,15699430,618,France,Female,35,10,0,2,1,0,180440,0
812,15649992,681,Spain,Male,65,7,134715,2,0,1,190420,0
813,15578980,516,Spain,Female,33,3,0,2,1,1,58686,0
814,15775306,421,Germany,Male,28,8,122384,3,1,1,89017,1
815,15641655,700,France,Female,26,2,0,2,0,0,50051,0
816,15619708,745,France,Male,25,5,157993,2,1,0,146041,0
817,15734565,696,France,Male,29,8,0,2,1,0,191166,0
818,15806438,580,Germany,Female,42,2,123331,1,0,0,103516,1
819,15591969,497,Spain,Male,27,9,75263,1,1,1,164825,0
820,15747807,720,France,Female,43,6,137824,2,1,0,172558,0
821,15596939,659,Germany,Male,36,4,132579,2,1,0,84321,0
822,15716155,841,France,Female,36,5,156021,1,0,0,122663,0
823,15765311,642,Spain,Male,34,8,0,1,1,0,72085,0
824,15757811,732,Spain,Female,69,9,137453,1,0,1,110932,1
825,15603830,600,Spain,Male,36,4,0,2,1,0,143635,0
826,15660602,464,Germany,Male,33,8,164285,2,1,1,3710,0
